profile,confidence_level,z_score,relative_half_width_target,grouping,algorithm,model,decoding_condition,metric,pair_name,condition_bits,source_finished_run_count,metric_observation_count,condition_count,conditions_needing_more_runs,condition_share_needing_more_runs,conditions_below_expected_replications,observed_runs_min,observed_runs_median,observed_runs_max,required_total_runs_max,additional_runs_needed_total,additional_runs_needed_max
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg1_sg2,011010,16800,5,1,1,1.0,0,5,5.0,5,452,447,447
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,011111,16800,5,1,1,1.0,0,5,5.0,5,26,21,21
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,accuracy,sg3_sg1,100011,16800,5,1,1,1.0,0,5,5.0,5,278,273,273
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg1_sg2,011010,16800,5,1,1,1.0,0,5,5.0,5,216,211,211
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,011111,16800,5,1,1,1.0,0,5,5.0,5,9,4,4
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,f1,sg3_sg1,100011,16800,5,1,1,1.0,0,5,5.0,5,119,114,114
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg1_sg2,011010,16800,5,1,1,1.0,0,5,5.0,5,452,447,447
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,011111,16800,5,1,1,1.0,0,5,5.0,5,26,21,21
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,beam_num_beams_6,recall,sg3_sg1,100011,16800,5,1,1,1.0,0,5,5.0,5,278,273,273
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,001110,16800,5,1,1,1.0,0,5,5.0,5,489,484,484
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,001111,16800,5,1,1,1.0,0,5,5.0,5,336,331,331
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,accuracy,sg3_sg1,011000,16800,5,1,1,1.0,0,5,5.0,5,139,134,134
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,001110,16800,5,1,1,1.0,0,5,5.0,5,194,189,189
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,001111,16800,5,1,1,1.0,0,5,5.0,5,152,147,147
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,f1,sg3_sg1,011000,16800,5,1,1,1.0,0,5,5.0,5,65,60,60
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,001110,16800,5,1,1,1.0,0,5,5.0,5,489,484,484
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,001111,16800,5,1,1,1.0,0,5,5.0,5,336,331,331
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,contrastive_penalty_alpha_0.2,recall,sg3_sg1,011000,16800,5,1,1,1.0,0,5,5.0,5,139,134,134
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,accuracy,sg3_sg1,110001,16800,5,1,1,1.0,0,5,5.0,5,7,2,2
ci95_rel05,0.95,1.96,0.05,underpowered_condition_metric,algo2,mistralai/Ministral-3-8B-Instruct-2512,greedy,recall,sg3_sg1,110001,16800,5,1,1,1.0,0,5,5.0,5,7,2,2
