source_input,algorithm,model,Repetition,Depth,Example,Counter-Example,Number of Words,metric,value
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,1,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,2,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,3,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,-1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,-1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,-1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,1,3,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,1,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,1,5,Recall,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,algo3,gpt-5,4,2,1,1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,0,1,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,1,1,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,2,1,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,3,1,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,4,1,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,0,2,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,1,2,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,2,2,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,3,2,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,4,2,-1,-1,3,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,0,1,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,1,1,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,2,1,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,3,1,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,4,1,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,0,2,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,1,2,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,2,2,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,3,2,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,4,2,-1,-1,5,Recall,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,algo3,openai-gpt-4o,0,1,-1,1,3,Recall,0.0
